AAA	OnAir Switzerland Sarl	ONAIR	OnAir1	OnAir	1800 (GSM)	901	15		8988298	2014-12-02
TWN	Taiwan Star Telecom Corporation Limited	T Star	T Star	T Star	900 (LTE)	466	89		8988689	2014-11-18
TWN	Taiwan Star Telecom Corporation Limited	T Star	T Star	T Star	2100 (3G)	466	89		8988689	2014-11-18
TZA	Airtel Tanzania Limited	Airtel	Airtel	Airtel	400 (GSM)	640	05	"0,1"	8925505	2014-08-13
TZA	Airtel Tanzania Limited	Airtel	Airtel	Airtel	900 (GSM)	640	05	"0,1"	8925505	2014-08-13
TZA	Airtel Tanzania Limited	Airtel	Airtel	Airtel	1800 (GSM)	640	05	"0,1"	8925505	2014-08-13
TZA	MIC Tanzania Limited	Tigo	TIGO - TZ	TIGO	1800 (GSM)	640	02	"3,4,5,6"	8925502	2012-07-05
TZA	MIC Tanzania Limited	Tigo	TIGO - TZ	TIGO	900 (GSM)	640	02	"3,4,5,6"	8925502	2012-07-05
TZA	Vodacom Tanzania Limited	Vodacom Tanzania Limited	VodaCom	VodaCom	900 (GSM)	640	04	0	8925504	2004-04-16
TZA	Vodacom Tanzania Limited	Vodacom Tanzania Limited	VodaCom	VodaCom	1800 (GSM)	640	04	0	8925504	2004-04-16
TZA	Zanzibar Telecom Ltd	ZANTEL	ZANTEL-TZ	ZANTEL	900 (GSM)	640	03	"0,7"	8925503	2012-07-05
TZA	Zanzibar Telecom Ltd	ZANTEL	ZANTEL-TZ	ZANTEL	1800 (GSM)	640	03	"0,7"	8925503	2012-07-05
UGA	Airtel Uganda Limited	Airtel 	Airtel 	Airtel 	1800 (GSM)	641	22		8964170	2014-09-29
UGA	Airtel Uganda Limited	Airtel 	Airtel	Airtel	900 (GSM)	641	01		8925601	2014-09-29
UGA	Airtel Uganda Limited	Airtel 	Airtel 	Airtel 	1800 (GSM)	641	01		8925601	2014-09-29
UGA	Airtel Uganda Limited	Airtel 	Airtel 	Airtel 	900 (GSM)	641	22		8964170	2014-09-29
UGA	MTN Uganda Ltd	MTN-UGANDA	MTN-UGANDA	MTN-UG	900 (GSM)	641	10	6	8925610	2012-08-07
UGA	Orange Uganda Limited	ORANGE UGANDA LIMITED	ORANGE UGANDA	OUL	900 (GSM)	641	14		8925614	2009-07-16
UGA	Orange Uganda Limited	ORANGE UGANDA LIMITED	ORANGE UGANDA	OUL	1800 (GSM)	641	14		8925614	2009-07-16
UGA	Suretelcom Uganda Limited	SMART Uganda	Suretelcom	suretel	900 (GSM)	641	18		8925618	2014-10-07
UGA	Suretelcom Uganda Limited	SMART Uganda	Suretelcom	suretel	1800 (GSM)	641	18		8925618	2014-10-07
UGA	Uganda Telecom Ltd	Uganda Telecom	Uganda Telecom	UTL	2100 (3G)	641	11		8925611	2013-02-20
UGA	Uganda Telecom Ltd	Uganda Telecom	Uganda Telecom	UTL	900 (GSM)	641	11	"7,1"	8925611	2012-08-13
UKR	Astelit LLC	life:)	life:)	life:)	1800 (GSM)	255	06		8938006	2006-01-30
UKR	Astelit LLC	life:)	life:)	life:)	900 (GSM)	255	06		8938006	2006-01-30
UKR	Golden Telecom LLC	GOLDEN TELECOM	UA-GT	GT	1800 (GSM)	255	05	1	8938005	2004-04-16
UKR	"Kyivstar, Private Joint Stock Company"	Beeline UA	Beeline UA	Beeline	1800 (GSM)	255	02	1	8938002	2006-11-22
UKR	"Kyivstar, Private Joint Stock Company"	Beeline UA	Beeline UA	Beeline	900 (GSM)	255	02	1	8938002	2006-11-22
UKR	"Kyivstar, Private Joint Stock Company"	KYIVSTAR	UA-KYIVSTAR	UA-KS	1800 (GSM)	255	03	5	8938003	2004-04-16
UKR	"Kyivstar, Private Joint Stock Company"	KYIVSTAR	UA-KYIVSTAR	UA-KS	900 (GSM)	255	03	5	8938003	2004-04-16
UKR	MTS Ukraine	MTS UKR	MTS UKR	MTS UKR	1800 (GSM)	255	01	5	8938001	2007-05-28
UKR	MTS Ukraine	MTS UKR	MTS UKR	MTS UKR	900 (GSM)	255	01	5	8938001	2007-05-28
UKR	TriMob LLC	TriMob	TriMob	TriMob	2100 (3G)	255	07		8938007	2012-02-15
URY	AM Wireless Uruguay S.A.	CLARO URUGUAY	CLARO URUGUAY	CLARO UY	1900 (GSM)	748	10	1	8959100	2012-08-14
URY	ANTEL	Antel	Antel	Antel	1800 (GSM)	748	01		8959801	2012-11-21
URY	Telefonica Moviles Del Uruguay S.A.	MOVISTAR	Movistar	Movistar	850 (GSM)	748	07	"0,1"	8959807	2012-07-05
URY	Telefonica Moviles Del Uruguay S.A.	MOVISTAR	Movistar	Movistar	1900 (GSM)	748	07	"0,1"	8959807	2012-07-05
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	150	1	8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	170	0	8931017	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	150		8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	410	0	8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	410		8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	170		8931017	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	380	1	8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	380		8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	170		8931017	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	150	0	8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	380		8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	410		8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	380		8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	150		8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	410		8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	380		8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1700/2100 (LTE)	310	170		8931017	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	380	0	8901438	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	150		8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (3G)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	410	1	8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	410		8931041	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	150		8901150	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (GSM)	310	170	1	8931017	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	1900 (3G)	310	280		8901280	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	850 (GSM)	310	030		8901030	2014-03-21
USA	AT&T Mobility	AT&T Mobility	AT&T	AT&T	700 (LTE)	310	170		8931017	2014-03-21
USA	Advantage Cellular Systems Inc	Advantage	USAACSI	ACSIAC	850 (GSM)	310	880		8901880	2004-01-28
USA	Airadigm Communications	Airadigm Communications	USA AE Airadigm	ARDGMC	1900 (GSM)	310	640		8931064	2003-01-29
USA	Arctic Slope Telephone Association Cooperative	Artic Slope Telephone Association Cooperative	USA ASTAC	ASTAC	850 (GSM)	310	710			2005-11-15
USA	Bluegrass Wireless LLC	Bluegrass Wireless	Bluegrass Wireless	BW	1700 (LTE)	311	810		8931100	2014-09-16
USA	"C T Cube, LP"	West Central Wireless	West Central Wireless	WCW	850 (GSM)	310	180		8901180	2014-07-28
USA	"C T Cube, LP"	West Central Wireless	West Central Wireless	WCW	1900 (GSM)	310	180		8901180	2014-07-28
USA	"CTC Telcom, Inc."	CTC Telcom Wireless	MOSAIC	MOSAIC	1700 (3G)	311	500		8901500	2013-05-21
USA	"CTC Telcom, Inc."	CTC Telcom Wireless	MOSAIC	MOSAIC	2100 (3G)	311	500		8901500	2013-05-21
USA	"Cellular Properties, Inc"	Cellular One of East Central Illinois	USAC1ECI	C1ECI	850 (GSM)	311	190	0	8901190	2008-07-23
USA	Choice Wireless LC	CellularOne of Texoma	USA AmeriLink	AMERLINK	1900 (GSM)	310	630		8901310	2004-05-11
USA	Cincinnati Bell Wireless	Cincinnati Bell Wireless	Cinti Bell	CBW	1900 (GSM)	310	420		8901420	2013-02-20
USA	"Commnet Wireless, LLC"	Commnet	USA - Commnet	Commnet	850 (GSM)	311	040			2014-06-09
USA	"Commnet Wireless, LLC"	Commnet	USA - Commnet	Commnet	1900 (GSM)	311	040			2014-06-09
USA	Cordova Wireless Communications LLC	Cordova Wireless Communications	USACWCI	CWCI	850 (3G)	311	240		8901240	2014-06-13
USA	Corr Wireless Communications	Corr Wireless Communications	Corr Wireless	Corr	1900 (GSM)	310	080		8901080	2005-05-03
USA	E.N.M.R. Telephone Cooperative	Plateau Wireless	US PLATEAU	PLATEAU	850 (GSM)	310	100		8901100	2004-01-22
USA	"IT&E Overseas, Inc"	IT&E Wireless	IT&E	IT&E	1900 (GSM)	310	032		8931032	2005-08-22
USA	"Indigo Wireless, Inc"	Indigo Wireless	Indigo	Indigo	1900 (GSM)	311	030		8901030	2011-11-07
USA	"Iowa Wireless Services, LLC"	i wireless	Iowa Wireless USA	IWS	1900 (GSM)	310	770	"4,2"	"8901530, 8901770"	2011-11-01
USA	"Iowa Wireless Services, LLC"	i wireless	Iowa Wireless USA	IWS	1900 (GSM)	310	530	"4,2"	"8901530, 8901770"	2011-11-01
USA	"Jasper Technologies, inc"	Jasper	Jasper	Jasper	850 (GSM)	310	650		8901650	2014-09-29
USA	"Kaplan Telephone Company,Inc"	PACE	US	PACE	850 (GSM)	310	870	"0,1"	890187	2012-09-27
USA	"Limitless Mobile, LLC"	Limitless Mobile LLC	Limitless Mobile USA	LmtlsUSA	1900 (GSM)	310	690		891690	2014-05-13
USA	Long Lines Wireless LLC	Long Lines Wireless	USASXLP	SXLP	1900 (GSM)	311	090	"0,5"	891090	2012-07-05
USA	"MTPCS, LLC"	Cellular One	Chinook	Chinook	1900 (GSM)	310	570		8901570	2012-08-16
USA	"Michigan Wireless, LLC"	Bug Tussel Wireless	BTW	BTW	1900 (GSM)	311	330		8901330	2008-04-01
USA	"NEP Cellcorp, Inc"	NEP Wireless	NEP Wireless	NEPW	1900 (GSM)	310	290		891009	2012-08-13
USA	"NetGenuity, Inc"	"NetGenuity, Inc"	NetGenuity	NetGenui	1900 (GSM)	312	630		891042	2014-07-04
USA	"NetGenuity, Inc"	"NetGenuity, Inc"	NetGenuity	NetGenui	1800 (GSM)	312	630		891042	2014-07-04
USA	New Mexico RSA 4 East Ltd Partnership	Plateau Wireless	US PLATEAU	PLATEAU	1700 (3G)	310	100		8901100	2012-10-04
USA	New Mexico RSA 4 East Ltd Partnership	Plateau Wireless	US PLATEAU	PLATEAU	850 (GSM)	310	100		8901100	2004-01-22
USA	New Mexico RSA 4 East Ltd Partnership	Plateau Wireless	US PLATEAU	PLATEAU	1900 (GSM)	310	100		8901100	2004-01-22
USA	New Mexico RSA 4 East Ltd Partnership	Plateau Wireless	US PLATEAU	PLATEAU	2100 (3G)	310	100		8901100	2012-10-04
USA	"NewCore Wireless, LLC"	NewCore Wireless LLC	USANW	USANW	1900 (GSM)	311	530		891530	2012-07-26
USA	"NewCore Wireless, LLC"	"NewCore Wireless, LLC"	USACL	USACL	1900 (LTE)	312	260		891530	2013-03-28
USA	"NewCore Wireless, LLC"	"NewCore Wireless, LLC"	USA1L	USA1L	1900 (GSM)	310	460		891460	2012-07-26
USA	North Dakota Network Company	SRT Wireless	SRT Wireless	SRTW	1900 (LTE)	312	230		8914010	2013-06-17
USA	"North East Colorado Cellular, Inc (NECCI)"	Viaero Wireless	Cell One of NE Colorado	NECCI	1900 (GSM)	310	450		8901450	2013-05-21
USA	"North East Colorado Cellular, Inc (NECCI)"	Viaero Wireless	Cell One of NE Colorado	NECCI	850 (GSM)	310	450	"0,1"	8901450	2012-10-19
USA	"Northeast Wireless Networks, LLC"	Northeast Wireless Networks	Northeast Wireless	NEWN	1900 (GSM)	311	710			2011-03-10
USA	OTZ Telecommunications Inc.	OTZ Cellular	USA OTZ	OTZ	850 (GSM)	310	740		8901740	2008-11-11
USA	Pine Telephone Company	Pine Cellular	Pine Cellular	PINECell	850 (GSM)	311	080	"0,5"	8901080	2012-07-05
USA	"Proximiti Mobility, Inc"	Proximiti Mobility	USA Proximiti	ProxMo	850 (GSM)	311	540	2	"8901540, 8901730"	2011-11-01
USA	"Proximiti Mobility, Inc"	Proximiti Mobility	USA Proximiti	ProxMo	850 (GSM)	311	730	2	"8901540, 8901730"	2011-11-01
USA	"Sagebrush Cellular, Inc."	Sagebrush	Sagebrush	SGB	1900 (GSM)	312	480	0.4	891480	2014-04-07
USA	"Sagebrush Cellular, Inc."	Sagebrush	Sagebrush	SGB	700 (LTE)	312	480		891480	2014-04-07
USA	"Sagebrush Cellular, Inc."	Sagebrush	Sagebrush	SGB	850 (GSM)	312	480	0.4	891480	2014-04-07
USA	"Smith Bagley, Inc."	CellularOne	USA - CellularOne	Cell	1900 (GSM)	310	320		8901320	2002-11-01
USA	"Smith Bagley, Inc."	CellularOne	USA - CellularOne	Cell	850 (GSM)	310	320		8901320	2002-11-01
USA	Sprint Nextel Corporation	Sprint Nextel Coporation	Sprint	Sprint	1900 (LTE)	310	120			2012-07-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	200	0	891200	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	260		891260	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	160		891160	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	270		891270	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	250		891250	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	490		891490	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	210		891210	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	240		891240	2014-09-10
USA	"T-Mobile USA, Inc"	T-Mobile USA	T-Mobile	T-Mobile	1900 (GSM)	310	310	1	891310	2014-09-10
USA	Telecom North America Mobile Inc.	telna Mobile	telna Mobile	telna	1900 (GSM)	310	840		891030	2011-10-13
USA	Texas RSA 3 Ltd Partnership	Plateau Wireless	US PLATEAU	PLATEAU	850 (GSM)	310	100		8901100	2004-01-22
USA	"The Alaska Wireless Network, LLC "	Alaska Communications	ACS	ACS	1900 (GSM)	310	50		890131	2014-04-10
USA	"The Alaska Wireless Network, LLC "	Alaska Wireless	USA Dutch Harbor	D-HARBOR	850 (GSM)	310	190		8901190	2014-04-10
USA	"The Alaska Wireless Network, LLC "	GCI Communications Corp.	GCI	GCI	1900 (GSM)	311	370		891026	2014-04-10
USA	Union Telephone Company	Union Telephone Company	US - Union Telephone	UnionTel	1900 (GSM)	310	020	"0,5"	8901020	2012-07-05
USA	Union Telephone Company	Union Telephone Company	US - Union Telephone	UnionTel	850 (GSM)	310	020	"0,5"	8901020	2012-07-05
USA	United States Cellular Corporation	U.S.Cellular	U.S.Cellular	USCC	700 (LTE)	311	580		8901580	2014-03-20
USA	United States Cellular Corporation	U.S.Cellular	U.S.Cellular	USCC	850 (GSM)	310	730		8901730	2014-03-20
USA	United States Cellular Corporation	U.S.Cellular	U.S.Cellular	USCC	850 (LTE)	311	580		8901580	2014-03-20
USA	United States Cellular Corporation	U.S.Cellular	U.S.Cellular	USCC	2100 (LTE)	311	580		8901580	2014-03-20
USA	United States Cellular Corporation	U.S.Cellular	U.S.Cellular	USCC	1900 (LTE)	311	580		8901580	2014-03-20
USA	Vanu Coverage Co	Vanu Coverage Co	CoverageCo	CvgCo	1900 (GSM)	312	060			2012-09-25
USA	Verizon Wireless	Verizon Wireless	Verizon	Verizon	1900 (GSM)	310	890		8901890	2012-10-19
USA	Verizon Wireless	Verizon Wireless	Verizon	Verizon	700 (LTE)	311	480		8914800	2012-10-19
USA	Verizon Wireless	Verizon Wireless	Verizon	Verizon	850 (GSM)	310	590			2012-10-19
USA	Verizon Wireless	Verizon Wireless	Verizon	Verizon	1900 (GSM)	310	590			2012-10-19
USA	WestLink Communications LLC	WestLink Communications	WestLink	WestLink	1900 (GSM)	310	340		8901340	2012-10-03
USA	Western Union	Ymobile	Ymobile	Ymobile	1700 (3G)	440	00		898100	2014-07-28
USA	Wilkes Cellular Inc	Via Wireless	Wilkes USA	WILKES	850 (GSM)	311	150	"0,1"	8901150	2012-08-13
USA	"iSmart Mobile, LLC"	Big Sky Mobile	BigSkyUS	Big Sky	1900 (GSM)	310	300	1	8901300	2011-09-15
UZB	FE Coscom LLC	Ucell	UZB Ucell	Ucell	900 (GSM)	434	05		8999893	2012-03-05
UZB	FE Coscom LLC	Ucell	UZB Ucell	Ucell	2100 (3G)	434	05		8999893	2012-02-16
UZB	FE Coscom LLC	Ucell	UZB Ucell	Ucell	1800 (GSM)	434	05		8999893	2012-03-05
UZB	Unitel LLC	Beeline	Beeline UZ	Beeline	1800 (GSM)	434	04	4	8999804	2012-03-15
UZB	Unitel LLC	Beeline	Beeline UZ	Beeline	900 (GSM)	434	04	4	8999804	2012-03-15
UZB	Unitel LLC	UNITEL	Beeline UZ	Beeline	2100 (3G)	434	04		8999804	2012-03-15
UZB	"Universal Mobile Systems, LLC"	UMS	UMS-UZB	UMS	1800 (GSM)	434	07		8999807	2014-11-13
UZB	"Universal Mobile Systems, LLC"	UMS	UMS-UZB	UMS	900 (GSM)	434	07		8999807	2014-11-13
UZB	"Universal Mobile Systems, LLC"	UMS	UMS-UZB	UMS	800 (LTE)	434	07		8999807	2014-11-13
UZB	"Universal Mobile Systems, LLC"	UMS	UMS-UZB	UMS	2100 (3G)	434	07		8999807	2014-11-13
UZB	"Universal Mobile Systems, LLC"	UMS	UMS-UZB	UMS	2500 (LTE)	434	07		8999807	2014-11-13
VCT	Cable & Wireless (St. Vincent & the Grenadines) Ltd	LIME	LIME	LIME	850 (GSM)	360	110	1	8901022	2012-05-18
VCT	Digicel (St. Vincent and the Grenadines) Limited	Digicel (St. Vincent and Grenadines)	DIGICEL	DIGICEL	1800 (GSM)	360	070			2004-11-05
VCT	Digicel (St. Vincent and the Grenadines) Limited	Digicel (St. Vincent and Grenadines)	DIGICEL	DIGICEL	900 (GSM)	360	070			2004-11-05
VEN	Corporacion Digitel C.A.	DIGITEL GSM	DIGITEL GSM	DIGITEL	1800 (GSM)	734	02	4	895802	2013-03-12
VEN	Corporacion Digitel C.A.	DIGITEL GSM	DIGITEL GSM	DIGITEL	900 (GSM)	734	02	4	895802	2013-03-12
VEN	Telcel C.A.	Movistar	Movistar	Movistar	850 (GSM)	734	04	1	895804	2014-10-07
VEN	Telecomunicaciones Movilnet C.A.	Telecomunicaciones Movilnet	VE_MOVILNET	Movilnet	850 (GSM)	734	06		8958060	2007-11-19
VGB	Cable & Wireless (BVI) Ltd	LIME	LIME	LIME	850 (GSM)	348	170		8901014	2012-05-18
VGB	Caribbean Cellular Telephone	CCT	CCT Boatphone	CCTBVI	900 (GSM)	348	570	"0,1"	8901570	2012-07-05
VGB	Caribbean Cellular Telephone	CCT	CCT Boatphone	CCTBVI	1900 (GSM)	348	570	"0,1"	8901570	2012-07-05
VNM	GTEL Mobile Joint Stock Company (GTEL Mobile)	Gmobile	Gmobile	Gmobile	1800 (GSM)	452	07	"0,7"	898407	2012-09-25
VNM	Hanoi Telecom Joint Stock Company	Vietnamobile	VN Vietnamobile	VNMOBILE	900 (GSM)	452	05	0		2012-07-13
VNM	Vietnam Mobile Telecom Services Company	Mobifone	VN Mobifone	Mobifone	1800 (GSM)	452	01	"0,1"	898401	2014-06-03
VNM	Vietnam Mobile Telecom Services Company	Mobifone	VN Mobifone	Mobifone	2100 (3G)	452	01		898401	2014-06-03
VNM	Vietnam Mobile Telecom Services Company	Mobifone	VN Mobifone	Mobifone	900 (GSM)	452	01	"0,1"	898401	2014-06-03
VNM	Vietnam Telecom Services Company (VinaPhone)	VINAPHONE	VN VINAPHONE	GPC	900 (GSM)	452	02		898402	2012-07-05
VNM	Viettel Corporation	Viettel	VIETTEL	VIETTEL	2100 (3G)	452	04		898404	2012-07-05
VNM	Viettel Corporation	Viettel Mobile	VNM and VIETTEL	VIETTEL	1800 (GSM)	452	04		898404	2010-12-20
VNM	Viettel Corporation	Viettel Mobile	VNM and VIETTEL	VIETTEL	900 (GSM)	452	04		898404	2010-12-20
VUT	Digicel (Vanuatu) Ltd	Digicel	Digicel	Digicel	900 (GSM)	541	05		8967805	2011-12-16
VUT	Digicel (Vanuatu) Ltd	Digicel	Digicel	Digicel	900 (3G)	541	05		8967805	2012-01-09
VUT	TELECOM VANUATU LIMITED	SMILE	VUT SMILE	SMILE	900 (GSM)	541	01	0	8967801	2008-07-23
WSM	Bluesky Samoa Limited	Bluesky Samoa Limited	Bluesky	Bluesky	900 (3G)	549	27		8968527	2012-10-19
WSM	Bluesky Samoa Limited	Bluesky Samoa Limited	Bluesky	Bluesky	900 (GSM)	549	27		8968527	2012-10-19
WSM	Digicel (Samoa) Limited	Digicel	DIGICEL	DIGICEL	900 (GSM)	549	00		8968500	2011-04-15
YEM	MTN Yemen	MTN	MTN	MTN	900 (GSM)	421	02		8996702	2014-10-31
YEM	Y-Telecom	Y-Telecom	Y-Telecom	Y	900 (GSM)	421	04	"6,7"	8996704	2014-04-11
YEM	Yemen Mobile Phone Company - Sabafon	Yemen Company for Mobile Telephony	SabaFon	SABAFON	900 (GSM)	421	01	"0,3"	8996701	2012-07-05
ZAF	Cell C (Pty) Ltd	Cell C	Cell C	Cell C	1800 (GSM)	655	07	7	892703	2004-04-16
ZAF	Cell C (Pty) Ltd	Cell C	Cell C	Cell C	900 (GSM)	655	07	7	892703	2004-04-16
ZAF	MTN - Mobile Telephone Networks (Pty) Ltd.	MTN-SA	MTN-SA	MTN	900 (GSM)	655	10	4	892701	2004-04-16
ZAF	Telkom SA Ltd	Telkom SA Ltd	TelkomSA	TelkomSA	1800 (GSM)	655	02		892702	2013-03-28
ZAF	Telkom SA Ltd	Telkom SA Ltd	TelkomSA	TelkomSA	2100 (3G)	655	02		892702	2013-03-28
ZAF	Vodacom Group Pty Ltd.	VodaCom	VodaCom-SA	VODA	900 (GSM)	655	01	0	8965501	2011-11-08
ZMB	Airtel Networks Zambia Plc.	Airtel	Airtel	Airtel	900 (GSM)	645	01	"0,1"	8926001	2014-07-02
ZMB	MTN (Zambia) Ltd	MTN ZAMBIA	MTN ZM	MTN ZM	900 (GSM)	645	02	2	8964502	2008-07-08
ZWE	Econet Wireless (Private) Limited	ECONET	ZW ECONET	ECONET	900 (GSM)	648	04	1	8926304	2004-04-21
ZWE	Net*One Cellular (Pvt) Ltd	Net*One Cellular	ZW NET*ONE	NETONE	900 (GSM)	648	01		8926301	2004-04-16
ZWE	Telecel Zimbabwe (PVT) Ltd	TELECEL	TELECEL ZW	TELECEL	900 (GSM)	648	03	"0,3"	8926303	2012-07-05
